,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
170,2009-03-07,,La Liga,Matchweek 26,Sat,Home,D,1,1,Atlético Madrid,,,,4-4-2,Fernández Borbalán,Match Report,,2008-2009,2008-2009,2008-2009
171,2009-03-10,,Champions Lg,Round of 16,Tue,Away,L,0,4,eng Liverpool,,,,,Frank de Bleeckere,Match Report,Leg 2 of 2; Liverpool won,2008-2009,2008-2009,2008-2009
172,2009-03-14,,La Liga,Matchweek 27,Sat,Away,W,5,2,Athletic Club,,,,4-4-2,Muñiz Fernández,Match Report,,2008-2009,2008-2009,2008-2009
173,2009-03-22,,La Liga,Matchweek 28,Sun,Home,W,3,0,Almería,,,,4-4-2,Mateu Lahoz,Match Report,,2008-2009,2008-2009,2008-2009
174,2009-04-04,,La Liga,Matchweek 29,Sat,Away,W,1,0,Málaga,,,,4-3-3,Undiano Mallenco,Match Report,,2008-2009,2008-2009,2008-2009
175,2009-04-12,,La Liga,Matchweek 30,Sun,Home,W,2,0,Valladolid,,,,4-4-2,Ramírez Domínguez,Match Report,,2008-2009,2008-2009,2008-2009
176,2009-04-18,,La Liga,Matchweek 31,Sat,Away,W,1,0,Recreativo,,,,4-2-3-1,Teixeira Vitienes,Match Report,,2008-2009,2008-2009,2008-2009
177,2009-04-21,,La Liga,Matchweek 32,Tue,Home,W,3,2,Getafe,,,,4-3-3,Delgado Ferreiro,Match Report,,2008-2009,2008-2009,2008-2009
178,2009-04-26,,La Liga,Matchweek 33,Sun,Away,W,4,2,Sevilla,,,,4-3-3,Pérez Burrull,Match Report,,2008-2009,2008-2009,2008-2009
179,2009-05-02,,La Liga,Matchweek 34,Sat,Home,L,2,6,Barcelona,,,,4-4-2,Undiano Mallenco,Match Report,,2008-2009,2008-2009,2008-2009
180,2009-05-09,,La Liga,Matchweek 35,Sat,Away,L,0,3,Valencia,,,,4-4-2,Iturralde González,Match Report,,2008-2009,2008-2009,2008-2009
181,2009-05-16,,La Liga,Matchweek 36,Sat,Away,L,2,3,Villarreal,,,,4-4-2,Medina Cantalejo,Match Report,,2008-2009,2008-2009,2008-2009
182,2009-05-24,,La Liga,Matchweek 37,Sun,Home,L,1,3,Mallorca,,,,4-4-2,Ayza Gámez,Match Report,,2008-2009,2008-2009,2008-2009
183,2009-05-31,,La Liga,Matchweek 38,Sun,Away,L,1,2,Osasuna,,,,4-4-2,Teixeira Vitienes,Match Report,,2008-2009,2008-2009,2008-2009
184,2009-08-29,,La Liga,Matchweek 1,Sat,Home,W,3,2,La Coruña,,,,4-2-3-1,Fernández Borbalán,Match Report,,2009-2010,2009-2010,2009-2010
185,2009-09-12,,La Liga,Matchweek 2,Sat,Away,W,3,0,Espanyol,,,,4-2-3-1,Pérez Burrull,Match Report,,2009-2010,2009-2010,2009-2010
186,2009-09-15,,Champions Lg,Group stage,Tue,Away,W,5,2,ch Zürich,,,,,Martin Atkinson,Match Report,,2009-2010,2009-2010,2009-2010
187,2009-09-20,,La Liga,Matchweek 3,Sun,Home,W,5,0,Xerez,,,,4-4-2,Delgado Ferreiro,Match Report,,2009-2010,2009-2010,2009-2010
188,2009-09-23,,La Liga,Matchweek 4,Wed,Away,W,2,0,Villarreal,,,,4-2-3-1,Mejuto González,Match Report,,2009-2010,2009-2010,2009-2010
189,2009-09-26,,La Liga,Matchweek 5,Sat,Home,W,3,0,Tenerife,,,,4-2-3-1,Muñiz Fernández,Match Report,,2009-2010,2009-2010,2009-2010
190,2009-09-30,,Champions Lg,Group stage,Wed,Home,W,3,0,fr Marseille,,,,,Martin Hansson,Match Report,,2009-2010,2009-2010,2009-2010
191,2009-10-04,,La Liga,Matchweek 6,Sun,Away,L,1,2,Sevilla,,,,4-2-3-1,Iturralde González,Match Report,,2009-2010,2009-2010,2009-2010
192,2009-10-17,,La Liga,Matchweek 7,Sat,Home,W,4,2,Valladolid,,,,4-2-3-1,Ayza Gámez,Match Report,,2009-2010,2009-2010,2009-2010
193,2009-10-21,,Champions Lg,Group stage,Wed,Home,L,2,3,it Milan,,,,,Frank de Bleeckere,Match Report,,2009-2010,2009-2010,2009-2010
194,2009-10-24,,La Liga,Matchweek 8,Sat,Away,D,0,0,Sporting Gijón,,,,4-2-3-1,Teixeira Vitienes,Match Report,,2009-2010,2009-2010,2009-2010
195,2009-10-31,,La Liga,Matchweek 9,Sat,Home,W,2,0,Getafe,,,,4-4-2,Mateu Lahoz,Match Report,,2009-2010,2009-2010,2009-2010
196,2009-11-03,,Champions Lg,Group stage,Tue,Away,D,1,1,it Milan,,,,,Felix Brych,Match Report,,2009-2010,2009-2010,2009-2010
197,2009-11-07,,La Liga,Matchweek 10,Sat,Away,W,3,2,Atlético Madrid,,,,4-4-2,Clos Gómez,Match Report,,2009-2010,2009-2010,2009-2010
198,2009-11-21,,La Liga,Matchweek 11,Sat,Home,W,1,0,Racing Sant,,,,4-4-2,Ramírez Domínguez,Match Report,,2009-2010,2009-2010,2009-2010
199,2009-11-25,,Champions Lg,Group stage,Wed,Home,W,1,0,ch Zürich,,,,,Alain Hamer,Match Report,,2009-2010,2009-2010,2009-2010
200,2009-11-29,,La Liga,Matchweek 12,Sun,Away,L,0,1,Barcelona,,,,4-2-3-1,Undiano Mallenco,Match Report,,2009-2010,2009-2010,2009-2010
201,2009-12-05,,La Liga,Matchweek 13,Sat,Home,W,4,2,Almería,,,,4-1-2-1-2◆,Estrada Fernández,Match Report,,2009-2010,2009-2010,2009-2010
202,2009-12-08,,Champions Lg,Group stage,Tue,Away,W,3,1,fr Marseille,,,,,Wolfgang Stark,Match Report,,2009-2010,2009-2010,2009-2010
203,2009-12-12,,La Liga,Matchweek 14,Sat,Away,W,3,2,Valencia,,,,4-4-2,Teixeira Vitienes,Match Report,,2009-2010,2009-2010,2009-2010
204,2009-12-19,,La Liga,Matchweek 15,Sat,Home,W,6,0,Zaragoza,,,,4-1-2-1-2◆,Mejuto González,Match Report,,2009-2010,2009-2010,2009-2010
205,2010-01-03,,La Liga,Matchweek 16,Sun,Away,D,0,0,Osasuna,,,,4-2-3-1,Mateu Lahoz,Match Report,,2009-2010,2009-2010,2009-2010
206,2010-01-10,,La Liga,Matchweek 17,Sun,Home,W,2,0,Mallorca,,,,4-2-3-1,Fernández Borbalán,Match Report,,2009-2010,2009-2010,2009-2010
207,2010-01-16,,La Liga,Matchweek 18,Sat,Away,L,0,1,Athletic Club,,,,4-3-3,González Vázquez,Match Report,,2009-2010,2009-2010,2009-2010
208,2010-01-24,,La Liga,Matchweek 19,Sun,Home,W,2,0,Málaga,,,,4-2-3-1,Pérez Lasa,Match Report,,2009-2010,2009-2010,2009-2010
209,2010-01-30,,La Liga,Matchweek 20,Sat,Away,W,3,1,La Coruña,,,,4-1-2-1-2◆,Ayza Gámez,Match Report,,2009-2010,2009-2010,2009-2010
210,2010-02-06,,La Liga,Matchweek 21,Sat,Home,W,3,0,Espanyol,,,,4-2-3-1,Pérez Burrull,Match Report,,2009-2010,2009-2010,2009-2010
211,2010-02-13,,La Liga,Matchweek 22,Sat,Away,W,3,0,Xerez,,,,4-3-3,Turienzo Álvarez,Match Report,,2009-2010,2009-2010,2009-2010
212,2010-02-16,,Champions Lg,Round of 16,Tue,Away,L,0,1,fr Lyon,,,,,Martin Atkinson,Match Report,Leg 1 of 2,2009-2010,2009-2010,2009-2010
213,2010-02-21,,La Liga,Matchweek 23,Sun,Home,W,6,2,Villarreal,,,,4-2-3-1,Muñiz Fernández,Match Report,,2009-2010,2009-2010,2009-2010
214,2010-02-27,,La Liga,Matchweek 24,Sat,Away,W,5,1,Tenerife,,,,4-3-3,Ramírez Domínguez,Match Report,,2009-2010,2009-2010,2009-2010
215,2010-03-06,,La Liga,Matchweek 25,Sat,Home,W,3,2,Sevilla,,,,4-3-3,Iturralde González,Match Report,,2009-2010,2009-2010,2009-2010
216,2010-03-10,,Champions Lg,Round of 16,Wed,Home,D,1,1,fr Lyon,,,,,Nicola Rizzoli,Match Report,Leg 2 of 2; Lyon won,2009-2010,2009-2010,2009-2010
217,2010-03-14,,La Liga,Matchweek 26,Sun,Away,W,4,1,Valladolid,,,,4-2-3-1,Mejuto González,Match Report,,2009-2010,2009-2010,2009-2010
218,2010-03-20,,La Liga,Matchweek 27,Sat,Home,W,3,1,Sporting Gijón,,,,4-1-2-1-2◆,Paradas Romero,Match Report,,2009-2010,2009-2010,2009-2010
219,2010-03-25,,La Liga,Matchweek 28,Thu,Away,W,4,2,Getafe,,,,4-2-3-1,Fernández Borbalán,Match Report,,2009-2010,2009-2010,2009-2010
220,2010-03-28,,La Liga,Matchweek 29,Sun,Home,W,3,2,Atlético Madrid,,,,4-2-3-1,Undiano Mallenco,Match Report,,2009-2010,2009-2010,2009-2010
221,2010-04-04,,La Liga,Matchweek 30,Sun,Away,W,2,0,Racing Sant,,,,4-2-3-1,Delgado Ferreiro,Match Report,,2009-2010,2009-2010,2009-2010
222,2010-04-10,,La Liga,Matchweek 31,Sat,Home,L,0,2,Barcelona,,,,4-1-2-1-2◆,Mejuto González,Match Report,,2009-2010,2009-2010,2009-2010
223,2010-04-15,,La Liga,Matchweek 32,Thu,Away,W,2,1,Almería,,,,4-2-3-1,Pérez Lasa,Match Report,,2009-2010,2009-2010,2009-2010
224,2010-04-18,,La Liga,Matchweek 33,Sun,Home,W,2,0,Valencia,,,,4-2-3-1,Teixeira Vitienes,Match Report,,2009-2010,2009-2010,2009-2010
225,2010-04-24,,La Liga,Matchweek 34,Sat,Away,W,2,1,Zaragoza,,,,4-4-2,Undiano Mallenco,Match Report,,2009-2010,2009-2010,2009-2010
226,2010-05-02,,La Liga,Matchweek 35,Sun,Home,W,3,2,Osasuna,,,,4-1-2-1-2◆,Mateu Lahoz,Match Report,,2009-2010,2009-2010,2009-2010
227,2010-05-05,,La Liga,Matchweek 36,Wed,Away,W,4,1,Mallorca,,,,4-1-2-1-2◆,Clos Gómez,Match Report,,2009-2010,2009-2010,2009-2010
228,2010-05-08,,La Liga,Matchweek 37,Sat,Home,W,5,1,Athletic Club,,,,4-2-3-1,Muñiz Fernández,Match Report,,2009-2010,2009-2010,2009-2010
229,2010-05-16,,La Liga,Matchweek 38,Sun,Away,D,1,1,Málaga,,,,4-2-3-1,Undiano Mallenco,Match Report,,2009-2010,2009-2010,2009-2010
