,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,
161,2004-03-20,,Bundesliga,Matchweek 25,Sat,Home,W,2,0,Eint Frankfurt,,,,,Hermann Albrecht,Match Report,,2003-2004,2003-2004,2003-2004,,
162,2004-03-27,,Bundesliga,Matchweek 26,Sat,Away,D,1,1,Hannover 96,,,,,Wolfgang Stark,Match Report,,2003-2004,2003-2004,2003-2004,,
163,2004-04-04,,Bundesliga,Matchweek 27,Sun,Home,W,4,1,Bochum,,,,,Herbert Fandel,Match Report,,2003-2004,2003-2004,2003-2004,,
164,2004-04-10,,Bundesliga,Matchweek 28,Sat,Away,W,2,0,Hamburger SV,,,,,Knut Kircher,Match Report,,2003-2004,2003-2004,2003-2004,,
165,2004-04-17,,Bundesliga,Matchweek 29,Sat,Home,W,2,0,Bayern Munich,,,,,Markus Merk,Match Report,,2003-2004,2003-2004,2003-2004,,
166,2004-04-24,,Bundesliga,Matchweek 30,Sat,Away,L,0,3,Leverkusen,,,,,Florian Meyer,Match Report,,2003-2004,2003-2004,2003-2004,,
167,2004-05-01,,Bundesliga,Matchweek 31,Sat,Home,W,4,1,Hansa Rostock,,,,,Jörg Keßler,Match Report,,2003-2004,2003-2004,2003-2004,,
168,2004-05-08,,Bundesliga,Matchweek 32,Sat,Away,L,2,6,Hertha BSC,,,,,Herbert Fandel,Match Report,,2003-2004,2003-2004,2003-2004,,
169,2004-05-15,,Bundesliga,Matchweek 33,Sat,Home,W,3,1,Gladbach,,,,,Hermann Albrecht,Match Report,,2003-2004,2003-2004,2003-2004,,
170,2004-05-22,,Bundesliga,Matchweek 34,Sat,Away,D,1,1,Kaiserslautern,,,,,Lutz Michael Fröhlich,Match Report,,2003-2004,2003-2004,2003-2004,,
171,2004-08-07,,Bundesliga,Matchweek 1,Sat,Home,L,1,2,Wolfsburg,,,,,Wolfgang Stark,Match Report,,2004-2005,2004-2005,2004-2005,,
172,2004-08-14,,Bundesliga,Matchweek 2,Sat,Away,W,3,2,Gladbach,,,,,Lutz Wagner,Match Report,,2004-2005,2004-2005,2004-2005,,
173,2004-08-29,,Bundesliga,Matchweek 3,Sun,Home,D,1,1,Hannover 96,,,,,Jörg Keßler,Match Report,,2004-2005,2004-2005,2004-2005,,
174,2004-09-11,,Bundesliga,Matchweek 4,Sat,Away,D,2,2,Bochum,,,,,Herbert Fandel,Match Report,,2004-2005,2004-2005,2004-2005,,
175,2004-09-18,,Bundesliga,Matchweek 5,Sat,Home,D,2,2,Bayern Munich,,,,,Markus Merk,Match Report,,2004-2005,2004-2005,2004-2005,,
176,2004-09-26,,Bundesliga,Matchweek 6,Sun,Away,D,1,1,Mainz 05,,,,,Franz-Xaver Wack,Match Report,,2004-2005,2004-2005,2004-2005,,
177,2004-10-02,,Bundesliga,Matchweek 7,Sat,Home,D,2,2,Nürnberg,,,,,Lutz Michael Fröhlich,Match Report,,2004-2005,2004-2005,2004-2005,,
178,2004-10-16,,Bundesliga,Matchweek 8,Sat,Away,L,0,2,Stuttgart,,,,,Florian Meyer,Match Report,,2004-2005,2004-2005,2004-2005,,
179,2004-10-23,,Bundesliga,Matchweek 9,Sat,Home,L,0,2,Hamburger SV,,,,,Knut Kircher,Match Report,,2004-2005,2004-2005,2004-2005,,
180,2004-10-26,,Bundesliga,Matchweek 10,Tue,Away,W,1,0,Hertha BSC,,,,,Peter Sippel,Match Report,,2004-2005,2004-2005,2004-2005,,
181,2004-10-30,,Bundesliga,Matchweek 11,Sat,Home,W,1,0,Leverkusen,,,,,Herbert Fandel,Match Report,,2004-2005,2004-2005,2004-2005,,
182,2004-11-06,,Bundesliga,Matchweek 12,Sat,Away,L,0,1,Arminia,,,,,Helmut Fleischer,Match Report,,2004-2005,2004-2005,2004-2005,,
183,2004-11-13,,Bundesliga,Matchweek 13,Sat,Away,L,0,1,Kaiserslautern,,,,,Lutz Wagner,Match Report,,2004-2005,2004-2005,2004-2005,,
184,2004-11-20,,Bundesliga,Matchweek 14,Sat,Home,W,2,0,Freiburg,,,,,Florian Meyer,Match Report,,2004-2005,2004-2005,2004-2005,,
185,2004-11-27,,Bundesliga,Matchweek 15,Sat,Away,L,0,2,Werder Bremen,,,,,Lutz Michael Fröhlich,Match Report,,2004-2005,2004-2005,2004-2005,,
186,2004-12-05,,Bundesliga,Matchweek 16,Sun,Home,L,0,1,Schalke 04,,,,,Franz-Xaver Wack,Match Report,,2004-2005,2004-2005,2004-2005,,
187,2004-12-11,,Bundesliga,Matchweek 17,Sat,Away,D,1,1,Hansa Rostock,,,,,Felix Brych,Match Report,,2004-2005,2004-2005,2004-2005,,
188,2005-01-22,,Bundesliga,Matchweek 18,Sat,Away,W,2,1,Wolfsburg,,,,,Peter Sippel,Match Report,,2004-2005,2004-2005,2004-2005,,
189,2005-01-29,,Bundesliga,Matchweek 19,Sat,Home,D,1,1,Gladbach,,,,,Wolfgang Stark,Match Report,,2004-2005,2004-2005,2004-2005,,
190,2005-02-05,,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Hannover 96,,,,,Knut Kircher,Match Report,,2004-2005,2004-2005,2004-2005,,
191,2005-02-12,,Bundesliga,Matchweek 21,Sat,Home,W,1,0,Bochum,,,,,Hermann Albrecht,Match Report,,2004-2005,2004-2005,2004-2005,,
192,2005-02-19,,Bundesliga,Matchweek 22,Sat,Away,L,0,5,Bayern Munich,,,,,Markus Merk,Match Report,,2004-2005,2004-2005,2004-2005,,
193,2005-02-26,,Bundesliga,Matchweek 23,Sat,Home,W,3,0,Mainz 05,,,,,Felix Brych,Match Report,,2004-2005,2004-2005,2004-2005,,
194,2005-03-06,,Bundesliga,Matchweek 24,Sun,Away,D,2,2,Nürnberg,,,,,Manuel Gräfe,Match Report,,2004-2005,2004-2005,2004-2005,,
195,2005-03-13,,Bundesliga,Matchweek 25,Sun,Home,L,0,2,Stuttgart,,,,,Florian Meyer,Match Report,,2004-2005,2004-2005,2004-2005,,
196,2005-03-19,,Bundesliga,Matchweek 26,Sat,Away,W,3,2,Hamburger SV,,,,,Helmut Fleischer,Match Report,,2004-2005,2004-2005,2004-2005,,
197,2005-04-03,,Bundesliga,Matchweek 27,Sun,Home,W,2,1,Hertha BSC,,,,,Wolfgang Stark,Match Report,,2004-2005,2004-2005,2004-2005,,
198,2005-04-09,,Bundesliga,Matchweek 28,Sat,Away,W,1,0,Leverkusen,,,,,Markus Merk,Match Report,,2004-2005,2004-2005,2004-2005,,
199,2005-04-16,,Bundesliga,Matchweek 29,Sat,Home,D,1,1,Arminia,,,,,Felix Brych,Match Report,,2004-2005,2004-2005,2004-2005,,
200,2005-04-23,,Bundesliga,Matchweek 30,Sat,Home,W,4,2,Kaiserslautern,,,,,Manuel Gräfe,Match Report,,2004-2005,2004-2005,2004-2005,,
201,2005-04-30,,Bundesliga,Matchweek 31,Sat,Away,D,2,2,Freiburg,,,,,Markus Schmidt,Match Report,,2004-2005,2004-2005,2004-2005,,
202,2005-05-08,,Bundesliga,Matchweek 32,Sun,Home,W,1,0,Werder Bremen,,,,,Lutz Michael Fröhlich,Match Report,,2004-2005,2004-2005,2004-2005,,
203,2005-05-14,,Bundesliga,Matchweek 33,Sat,Away,W,2,1,Schalke 04,,,,,Franz-Xaver Wack,Match Report,,2004-2005,2004-2005,2004-2005,,
204,2005-05-21,,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Hansa Rostock,,,,,Uwe Kemmling,Match Report,,2004-2005,2004-2005,2004-2005,,
