,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,
164,2008-11-22,,Premier League,Matchweek 14,Sat,Home,D,0,0,Newcastle Utd,,,,4-3-3,Phil Dowd,Match Report,,2008-2009,2008-2009,2008-2009,,
165,2008-11-26,,Champions Lg,Group stage,Wed,Away,D,1,1,fr Bordeaux,,,,,Frank de Bleeckere,Match Report,,2008-2009,2008-2009,2008-2009,,
166,2008-11-30,,Premier League,Matchweek 15,Sun,Home,L,1,2,Arsenal,,41775,,4-1-2-1-2◆,Mike Dean,Match Report,,2008-2009,2008-2009,2008-2009,,
167,2008-12-06,,Premier League,Matchweek 16,Sat,Away,W,2,0,Bolton,,22023,,4-1-2-1-2◆,Howard Webb,Match Report,,2008-2009,2008-2009,2008-2009,,
168,2008-12-09,,Champions Lg,Group stage,Tue,Home,W,2,1,ro CFR Cluj,,,,,Peter Fröjdfeldt,Match Report,,2008-2009,2008-2009,2008-2009,,
169,2008-12-14,,Premier League,Matchweek 17,Sun,Home,D,1,1,West Ham,,,,4-3-3,Mike Riley,Match Report,,2008-2009,2008-2009,2008-2009,,
170,2008-12-22,,Premier League,Matchweek 18,Mon,Away,D,0,0,Everton,,35655,,4-3-3,Phil Dowd,Match Report,,2008-2009,2008-2009,2008-2009,,
171,2008-12-26,,Premier League,Matchweek 19,Fri,Home,W,2,0,West Brom,,43417,,4-3-3,Rob Styles,Match Report,,2008-2009,2008-2009,2008-2009,,
172,2008-12-28,,Premier League,Matchweek 20,Sun,Away,D,2,2,Fulham,,25462,,4-3-3,Andre Marriner,Match Report,,2008-2009,2008-2009,2008-2009,,
173,2009-01-11,,Premier League,Matchweek 21,Sun,Away,L,0,3,Manchester Utd,,75455,,4-1-4-1,Howard Webb,Match Report,,2008-2009,2008-2009,2008-2009,,
174,2009-01-17,,Premier League,Matchweek 22,Sat,Home,W,2,1,Stoke City,,41788,,4-3-3,Peter Walton,Match Report,,2008-2009,2008-2009,2008-2009,,
175,2009-01-28,,Premier League,Matchweek 23,Wed,Home,W,2,0,Middlesbrough,,40280,,4-3-3,Lee Probert,Match Report,,2008-2009,2008-2009,2008-2009,,
176,2009-02-01,,Premier League,Matchweek 24,Sun,Away,L,0,2,Liverpool,,44174,,4-3-3,Mike Riley,Match Report,,2008-2009,2008-2009,2008-2009,,
177,2009-02-07,,Premier League,Matchweek 25,Sat,Home,D,0,0,Hull City,,41802,,4-3-3,Lee Mason,Match Report,,2008-2009,2008-2009,2008-2009,,
178,2009-02-21,,Premier League,Matchweek 26,Sat,Away,W,1,0,Aston Villa,,42585,,4-3-3,Mark Halsey,Match Report,,2008-2009,2008-2009,2008-2009,,
179,2009-02-25,,Champions Lg,Round of 16,Wed,Home,W,1,0,it Juventus,,,,,Olegário Benquerença,Match Report,Leg 1 of 2,2008-2009,2008-2009,2008-2009,,
180,2009-02-28,,Premier League,Matchweek 27,Sat,Home,W,2,1,Wigan Athletic,,40714,,4-3-3,Lee Probert,Match Report,,2008-2009,2008-2009,2008-2009,,
181,2009-03-03,,Premier League,Matchweek 28,Tue,Away,W,1,0,Portsmouth,,,,4-3-3,Phil Dowd,Match Report,,2008-2009,2008-2009,2008-2009,,
182,2009-03-10,,Champions Lg,Round of 16,Tue,Away,D,2,2,it Juventus,,,,,Undiano Mallenco,Match Report,Leg 2 of 2, Chelsea won,2008-2009,2008-2009,2008-2009,
183,2009-03-15,,Premier League,Matchweek 29,Sun,Home,W,1,0,Manchester City,,41810,,4-1-4-1,Mike Riley,Match Report,,2008-2009,2008-2009,2008-2009,,
184,2009-03-21,,Premier League,Matchweek 30,Sat,Away,L,0,1,Tottenham,,36034,,4-3-3,Mike Dean,Match Report,,2008-2009,2008-2009,2008-2009,,
185,2009-04-04,,Premier League,Matchweek 31,Sat,Away,W,2,0,Newcastle Utd,,52112,,4-3-3,Rob Styles,Match Report,,2008-2009,2008-2009,2008-2009,,
186,2009-04-08,,Champions Lg,Quarter-finals,Wed,Away,W,3,1,eng Liverpool,,,,,Claus Bo Larsen,Match Report,Leg 1 of 2,2008-2009,2008-2009,2008-2009,,
187,2009-04-11,,Premier League,Matchweek 32,Sat,Home,W,4,3,Bolton,,41096,,4-3-3,Peter Walton,Match Report,,2008-2009,2008-2009,2008-2009,,
188,2009-04-14,,Champions Lg,Quarter-finals,Tue,Home,D,4,4,eng Liverpool,,,,,Medina Cantalejo,Match Report,Leg 2 of 2, Chelsea won,2008-2009,2008-2009,2008-2009,
189,2009-04-22,,Premier League,Matchweek 33,Wed,Home,D,0,0,Everton,,41556,,4-3-3,Mark Halsey,Match Report,,2008-2009,2008-2009,2008-2009,,
190,2009-04-25,,Premier League,Matchweek 34,Sat,Away,W,1,0,West Ham,,34749,,4-3-3,Mike Dean,Match Report,,2008-2009,2008-2009,2008-2009,,
191,2009-04-28,,Champions Lg,Semi-finals,Tue,Away,D,0,0,es Barcelona,,,,,Wolfgang Stark,Match Report,Leg 1 of 2,2008-2009,2008-2009,2008-2009,,
192,2009-05-02,,Premier League,Matchweek 35,Sat,Home,W,3,1,Fulham,,41801,,4-3-3,Alan Wiley,Match Report,,2008-2009,2008-2009,2008-2009,,
193,2009-05-06,,Champions Lg,Semi-finals,Wed,Home,D,1,1,es Barcelona,,,,,Tom Henning Øvrebø,Match Report,Leg 2 of 2, Barcelona won,2008-2009,2008-2009,2008-2009,
194,2009-05-10,,Premier League,Matchweek 36,Sun,Away,W,4,1,Arsenal,,60075,,4-3-3,Phil Dowd,Match Report,,2008-2009,2008-2009,2008-2009,,
195,2009-05-17,,Premier League,Matchweek 37,Sun,Home,W,2,0,Blackburn,,,,4-3-3,Rob Styles,Match Report,,2008-2009,2008-2009,2008-2009,,
196,2009-05-24,,Premier League,Matchweek 38,Sun,Away,W,3,2,Sunderland,,42468,,4-2-3-1,Mark Halsey,Match Report,,2008-2009,2008-2009,2008-2009,,
197,2009-08-15,,Premier League,Matchweek 1,Sat,Home,W,2,1,Hull City,,41597,,4-1-2-1-2◆,Alan Wiley,Match Report,,2009-2010,2009-2010,2009-2010,,
198,2009-08-18,,Premier League,Matchweek 2,Tue,Away,W,3,1,Sunderland,,41179,,4-1-2-1-2◆,Stephen Bennett,Match Report,,2009-2010,2009-2010,2009-2010,,
199,2009-08-23,,Premier League,Matchweek 3,Sun,Away,W,2,0,Fulham,,25404,,4-1-2-1-2◆,Andre Marriner,Match Report,,2009-2010,2009-2010,2009-2010,,
200,2009-08-29,,Premier League,Matchweek 4,Sat,Home,W,3,0,Burnley,,40906,,4-3-2-1,Mark Clattenburg,Match Report,,2009-2010,2009-2010,2009-2010,,
201,2009-09-12,,Premier League,Matchweek 5,Sat,Away,W,2,1,Stoke City,,27440,,4-3-3,Mike Dean,Match Report,,2009-2010,2009-2010,2009-2010,,
202,2009-09-15,,Champions Lg,Group stage,Tue,Home,W,1,0,pt Porto,,,,,Konrad Plautz,Match Report,,2009-2010,2009-2010,2009-2010,,
203,2009-09-20,,Premier League,Matchweek 6,Sun,Home,W,3,0,Tottenham,,41623,,4-1-2-1-2◆,Howard Webb,Match Report,,2009-2010,2009-2010,2009-2010,,
204,2009-09-26,,Premier League,Matchweek 7,Sat,Away,L,1,3,Wigan Athletic,,18542,,4-3-3,Phil Dowd,Match Report,,2009-2010,2009-2010,2009-2010,,
205,2009-09-30,,Champions Lg,Group stage,Wed,Away,W,1,0,cy APOEL FC,,,,,Bertrand Layec,Match Report,,2009-2010,2009-2010,2009-2010,,
206,2009-10-04,,Premier League,Matchweek 8,Sun,Home,W,2,0,Liverpool,,41732,,4-4-2,Martin Atkinson,Match Report,,2009-2010,2009-2010,2009-2010,,
207,2009-10-17,,Premier League,Matchweek 9,Sat,Away,L,1,2,Aston Villa,,39047,,4-1-2-1-2◆,Kevin Friend,Match Report,,2009-2010,2009-2010,2009-2010,,
208,2009-10-21,,Champions Lg,Group stage,Wed,Home,W,4,0,es Atlético Madrid,,,,,Florian Meyer,Match Report,,2009-2010,2009-2010,2009-2010,,
209,2009-10-24,,Premier League,Matchweek 10,Sat,Home,W,5,0,Blackburn,,40836,,4-1-2-1-2◆,Alan Wiley,Match Report,,2009-2010,2009-2010,2009-2010,,
210,2009-10-31,,Premier League,Matchweek 11,Sat,Away,W,4,0,Bolton,,22680,,4-4-2,Peter Walton,Match Report,,2009-2010,2009-2010,2009-2010,,
211,2009-11-03,,Champions Lg,Group stage,Tue,Away,D,2,2,es Atlético Madrid,,,,,Björn Kuipers,Match Report,,2009-2010,2009-2010,2009-2010,,
212,2009-11-08,,Premier League,Matchweek 12,Sun,Home,W,1,0,Manchester Utd,,41836,,4-4-2,Martin Atkinson,Match Report,,2009-2010,2009-2010,2009-2010,,
213,2009-11-21,,Premier League,Matchweek 13,Sat,Home,W,4,0,Wolves,,41786,,4-1-2-1-2◆,Lee Mason,Match Report,,2009-2010,2009-2010,2009-2010,,
214,2009-11-25,,Champions Lg,Group stage,Wed,Away,W,1,0,pt Porto,,,,,Jonas Eriksson,Match Report,,2009-2010,2009-2010,2009-2010,,
215,2009-11-29,,Premier League,Matchweek 14,Sun,Away,W,3,0,Arsenal,,60067,,4-1-2-1-2◆,Andre Marriner,Match Report,,2009-2010,2009-2010,2009-2010,,
216,2009-12-05,,Premier League,Matchweek 15,Sat,Away,L,1,2,Manchester City,,47348,,4-1-2-1-2◆,Howard Webb,Match Report,,2009-2010,2009-2010,2009-2010,,
217,2009-12-08,,Champions Lg,Group stage,Tue,Home,D,2,2,cy APOEL FC,,,,,Matteo Trefoloni,Match Report,,2009-2010,2009-2010,2009-2010,,
218,2009-12-12,,Premier League,Matchweek 16,Sat,Home,D,3,3,Everton,,41579,,4-1-2-1-2◆,Phil Dowd,Match Report,,2009-2010,2009-2010,2009-2010,,
219,2009-12-16,,Premier League,Matchweek 17,Wed,Home,W,2,1,Portsmouth,,40137,,4-3-3,Mark Clattenburg,Match Report,,2009-2010,2009-2010,2009-2010,,
220,2009-12-20,,Premier League,Matchweek 18,Sun,Away,D,1,1,West Ham,,33388,,4-1-2-1-2◆,Mike Dean,Match Report,,2009-2010,2009-2010,2009-2010,,
221,2009-12-26,,Premier League,Matchweek 19,Sat,Away,D,0,0,Birmingham City,,28958,,4-1-2-1-2◆,Peter Walton,Match Report,,2009-2010,2009-2010,2009-2010,,
222,2009-12-28,,Premier League,Matchweek 20,Mon,Home,W,2,1,Fulham,,41805,,4-1-2-1-2◆,Andre Marriner,Match Report,,2009-2010,2009-2010,2009-2010,,
223,2010-01-16,,Premier League,Matchweek 22,Sat,Home,W,7,2,Sunderland,,41776,,4-3-3,Chris Foy,Match Report,,2009-2010,2009-2010,2009-2010,,
224,2010-01-27,,Premier League,Matchweek 23,Wed,Home,W,3,0,Birmingham City,,41293,,4-3-3,Stephen Bennett,Match Report,,2009-2010,2009-2010,2009-2010,,
225,2010-01-30,,Premier League,Matchweek 24,Sat,Away,W,2,1,Burnley,,21131,,4-4-1-1,Phil Dowd,Match Report,,2009-2010,2009-2010,2009-2010,,
226,2010-02-02,,Premier League,Matchweek 21,Tue,Away,D,1,1,Hull City,,,,4-3-3,Mark Clattenburg,Match Report,,2009-2010,2009-2010,2009-2010,,
227,2010-02-07,,Premier League,Matchweek 25,Sun,Home,W,2,0,Arsenal,,41794,,4-3-3,Mike Dean,Match Report,,2009-2010,2009-2010,2009-2010,,
228,2010-02-10,,Premier League,Matchweek 26,Wed,Away,L,1,2,Everton,,36411,,4-3-3,Alan Wiley,Match Report,,2009-2010,2009-2010,2009-2010,,
229,2010-02-20,,Premier League,Matchweek 27,Sat,Away,W,2,0,Wolves,,28978,,4-1-2-1-2◆,Kevin Friend,Match Report,,2009-2010,2009-2010,2009-2010,,
230,2010-02-24,,Champions Lg,Round of 16,Wed,Away,L,1,2,it Inter,,,,,Mejuto González,Match Report,Leg 1 of 2,2009-2010,2009-2010,2009-2010,,
231,2010-02-27,,Premier League,Matchweek 28,Sat,Home,L,2,4,Manchester City,,41814,,4-3-3,Mike Dean,Match Report,,2009-2010,2009-2010,2009-2010,,
232,2010-03-13,,Premier League,Matchweek 30,Sat,Home,W,4,1,West Ham,,41755,,4-3-3,Mark Clattenburg,Match Report,,2009-2010,2009-2010,2009-2010,,
233,2010-03-16,,Champions Lg,Round of 16,Tue,Home,L,0,1,it Inter,,,,,Wolfgang Stark,Match Report,Leg 2 of 2, Inter won,2009-2010,2009-2010,2009-2010,
234,2010-03-21,,Premier League,Matchweek 31,Sun,Away,D,1,1,Blackburn,,25554,,4-3-3,Stephen Bennett,Match Report,,2009-2010,2009-2010,2009-2010,,
235,2010-03-24,,Premier League,Matchweek 29,Wed,Away,W,5,0,Portsmouth,,18753,,4-3-3,Lee Mason,Match Report,,2009-2010,2009-2010,2009-2010,,
236,2010-03-27,,Premier League,Matchweek 32,Sat,Home,W,7,1,Aston Villa,,41825,,4-3-3,Peter Walton,Match Report,,2009-2010,2009-2010,2009-2010,,
237,2010-04-03,,Premier League,Matchweek 33,Sat,Away,W,2,1,Manchester Utd,,75217,,4-3-3,Mike Dean,Match Report,,2009-2010,2009-2010,2009-2010,,
238,2010-04-13,,Premier League,Matchweek 34,Tue,Home,W,1,0,Bolton,,40539,,4-3-3,Lee Probert,Match Report,,2009-2010,2009-2010,2009-2010,,
239,2010-04-17,,Premier League,Matchweek 35,Sat,Away,L,1,2,Tottenham,,35814,,4-3-3,Phil Dowd,Match Report,,2009-2010,2009-2010,2009-2010,,
240,2010-04-25,,Premier League,Matchweek 36,Sun,Home,W,7,0,Stoke City,,41013,,4-3-3,Stephen Bennett,Match Report,,2009-2010,2009-2010,2009-2010,,
241,2010-05-02,,Premier League,Matchweek 37,Sun,Away,W,2,0,Liverpool,,44375,,4-3-3,Alan Wiley,Match Report,,2009-2010,2009-2010,2009-2010,,
242,2010-05-09,,Premier League,Matchweek 38,Sun,Home,W,8,0,Wigan Athletic,,41383,,4-3-3,Martin Atkinson,Match Report,,2009-2010,2009-2010,2009-2010,,
